time,dangjin_floating,dangjin_warehouse,dangjin,ulsan
2018-07-02 13:00,248,139,223,212
2018-07-02 14:00,357,297,530,212
2018-07-02 15:00,333,163,271,269
2018-07-02 16:00,133,79,143,154
2018-07-02 17:00,140,97,184,101
2018-07-02 18:00,88,37,55,67
2018-07-02 19:00,0,0,0,18
2018-07-02 20:00,0,0,0,0
2018-07-02 21:00,0,0,0,0
2018-07-02 22:00,0,0,0,0
2018-07-02 23:00,0,0,0,0
2018-07-03 0:00,0,0,0,0
2018-07-03 1:00,0,0,0,0
2018-07-03 2:00,0,0,0,0
2018-07-03 3:00,0,0,0,0
2018-07-03 4:00,0,0,0,0
2018-07-03 5:00,0,0,0,0
2018-07-03 6:00,0,0,0,0
2018-07-03 7:00,23,22,27,4
2018-07-03 8:00,115,94,128,32
2018-07-03 9:00,206,162,230,54
2018-07-03 10:00,339,252,419,48
2018-07-03 11:00,457,312,536,49
2018-07-03 12:00,519,353,584,45
2018-07-03 13:00,546,348,612,26
2018-07-03 14:00,620,383,688,29
2018-07-03 15:00,560,338,578,10
2018-07-03 16:00,515,298,515,16
2018-07-03 17:00,422,261,459,7
2018-07-03 18:00,209,106,207,8
2018-07-03 19:00,59,24,42,6
2018-07-03 20:00,16,4,7,0
2018-07-03 21:00,0,0,0,0
2018-07-03 22:00,0,0,0,0
2018-07-03 23:00,0,0,0,0
2018-07-04 0:00,0,0,0,0
2018-07-04 1:00,0,0,0,0
2018-07-04 2:00,0,0,0,0
2018-07-04 3:00,0,0,0,0
2018-07-04 4:00,0,0,0,0
2018-07-04 5:00,0,0,0,0
2018-07-04 6:00,1,0,0,0
2018-07-04 7:00,16,13,0,6
2018-07-04 8:00,61,62,53,59
2018-07-04 9:00,179,153,210,160
2018-07-04 10:00,322,250,420,228
2018-07-04 11:00,453,304,515,255
2018-07-04 12:00,540,371,647,322
2018-07-04 13:00,606,404,698,310
2018-07-04 14:00,607,398,693,201
2018-07-04 15:00,540,330,579,145
2018-07-04 16:00,509,336,590,156
2018-07-04 17:00,387,239,420,79
2018-07-04 18:00,233,125,227,18
2018-07-04 19:00,100,46,90,5
2018-07-04 20:00,7,2,0,0
2018-07-04 21:00,0,0,0,0
2018-07-04 22:00,0,0,0,0
2018-07-04 23:00,0,0,0,0
2018-07-05 0:00,0,0,0,0
2018-07-05 1:00,0,0,0,0
2018-07-05 2:00,0,0,0,0
2018-07-05 3:00,0,0,0,0
2018-07-05 4:00,0,0,0,0
2018-07-05 5:00,0,0,0,0
2018-07-05 6:00,0,0,0,0
2018-07-05 7:00,1,0,0,0
2018-07-05 8:00,18,26,40,5
2018-07-05 9:00,189,132,208,27
2018-07-05 10:00,141,81,148,62
2018-07-05 11:00,220,132,243,68
2018-07-05 12:00,330,240,415,52
2018-07-05 13:00,646,380,737,88
2018-07-05 14:00,638,340,704,85
2018-07-05 15:00,606,393,673,185
2018-07-05 16:00,531,334,582,159
2018-07-05 17:00,424,178,459,86
2018-07-05 18:00,284,162,305,35
2018-07-05 19:00,136,65,133,7
2018-07-05 20:00,27,8,16,0
2018-07-05 21:00,0,0,0,0
2018-07-05 22:00,0,0,0,0
2018-07-05 23:00,0,0,0,0
2018-07-06 0:00,0,0,0,0
2018-07-06 1:00,0,0,0,0
2018-07-06 2:00,0,0,0,0
2018-07-06 3:00,0,0,0,0
2018-07-06 4:00,0,0,0,0
2018-07-06 5:00,0,0,0,0
2018-07-06 6:00,0,0,0,0
2018-07-06 7:00,12,11,15,0
2018-07-06 8:00,50,32,59,8
2018-07-06 9:00,113,83,147,17
2018-07-06 10:00,212,170,278,7
2018-07-06 11:00,364,238,409,20
2018-07-06 12:00,468,306,540,25
2018-07-06 13:00,597,369,631,59
2018-07-06 14:00,464,302,503,62
2018-07-06 15:00,432,268,464,53
2018-07-06 16:00,361,248,432,23
2018-07-06 17:00,360,205,374,12
2018-07-06 18:00,201,106,192,17
2018-07-06 19:00,51,25,49,3
2018-07-06 20:00,2,0,0,0
2018-07-06 21:00,0,0,0,0
2018-07-06 22:00,0,0,0,0
2018-07-06 23:00,0,0,0,0
2018-07-07 0:00,0,0,0,0
2018-07-07 1:00,0,0,0,0
2018-07-07 2:00,0,0,0,0
2018-07-07 3:00,0,0,0,0
2018-07-07 4:00,0,0,0,0
2018-07-07 5:00,0,0,0,0
2018-07-07 6:00,0,0,0,0
2018-07-07 7:00,19,14,22,7
2018-07-07 8:00,56,48,55,23
2018-07-07 9:00,184,157,211,64
2018-07-07 10:00,347,262,430,94
2018-07-07 11:00,486,339,569,66
2018-07-07 12:00,580,384,655,177
2018-07-07 13:00,589,386,682,217
2018-07-07 14:00,551,348,609,188
2018-07-07 15:00,605,390,680,144
2018-07-07 16:00,503,291,505,86
2018-07-07 17:00,208,121,212,53
2018-07-07 18:00,152,87,163,24
2018-07-07 19:00,97,52,102,8
2018-07-07 20:00,12,3,2,0
2018-07-07 21:00,0,0,0,0
2018-07-07 22:00,0,0,0,0
2018-07-07 23:00,0,0,0,0
2018-07-08 0:00,0,0,0,0
2018-07-08 1:00,0,0,0,0
2018-07-08 2:00,0,0,0,0
2018-07-08 3:00,0,0,0,0
2018-07-08 4:00,0,0,0,0
2018-07-08 5:00,0,0,0,0
2018-07-08 6:00,0,0,0,1
2018-07-08 7:00,8,8,0,15
2018-07-08 8:00,51,56,39,23
2018-07-08 9:00,208,171,247,64
2018-07-08 10:00,273,184,302,75
2018-07-08 11:00,449,320,546,89
2018-07-08 12:00,506,337,577,88
2018-07-08 13:00,621,408,705,87
2018-07-08 14:00,641,416,726,67
2018-07-08 15:00,560,337,582,57
2018-07-08 16:00,422,269,489,42
2018-07-08 17:00,442,269,475,26
2018-07-08 18:00,197,97,180,19
2018-07-08 19:00,42,19,35,1
2018-07-08 20:00,8,3,0,0
2018-07-08 21:00,0,0,0,0
2018-07-08 22:00,0,0,0,0
2018-07-08 23:00,0,0,0,0
2018-07-09 0:00,0,0,0,0
2018-07-09 1:00,0,0,0,0
2018-07-09 2:00,0,0,0,0
2018-07-09 3:00,0,0,0,0
2018-07-09 4:00,0,0,0,0
2018-07-09 5:00,0,0,0,0
2018-07-09 6:00,0,0,0,0
2018-07-09 7:00,0,0,0,2
2018-07-09 8:00,34,23,43,9
2018-07-09 9:00,55,38,69,19
2018-07-09 10:00,65,38,65,39
2018-07-09 11:00,48,28,54,45
2018-07-09 12:00,46,26,53,77
2018-07-09 13:00,40,22,38,73
2018-07-09 14:00,49,31,59,43
2018-07-09 15:00,62,37,72,72
2018-07-09 16:00,73,38,78,85
2018-07-09 17:00,62,33,67,54
2018-07-09 18:00,30,9,20,28
2018-07-09 19:00,2,0,0,2
2018-07-09 20:00,0,0,0,0
2018-07-09 21:00,0,0,0,0
2018-07-09 22:00,0,0,0,0
2018-07-09 23:00,0,0,0,0
2018-07-10 0:00,0,0,0,0
2018-07-10 1:00,0,0,0,0
2018-07-10 2:00,0,0,0,0
2018-07-10 3:00,0,0,0,0
2018-07-10 4:00,0,0,0,0
2018-07-10 5:00,0,0,0,0
2018-07-10 6:00,1,0,0,0
2018-07-10 7:00,14,13,20,6
2018-07-10 8:00,84,61,101,40
2018-07-10 9:00,82,51,89,75
2018-07-10 10:00,126,96,162,142
2018-07-10 11:00,166,105,172,231
2018-07-10 12:00,102,77,134,326
2018-07-10 13:00,137,82,137,316
2018-07-10 14:00,66,45,79,322
2018-07-10 15:00,138,93,162,199
2018-07-10 16:00,73,42,78,163
2018-07-10 17:00,50,36,72,117
2018-07-10 18:00,73,41,71,98
2018-07-10 19:00,21,10,14,26
2018-07-10 20:00,1,0,0,1
2018-07-10 21:00,0,0,0,0
2018-07-10 22:00,0,0,0,0
2018-07-10 23:00,0,0,0,0
2018-07-11 0:00,0,0,0,0
2018-07-11 1:00,0,0,0,0
2018-07-11 2:00,0,0,0,0
2018-07-11 3:00,0,0,0,0
2018-07-11 4:00,0,0,0,0
2018-07-11 5:00,0,0,0,0
2018-07-11 6:00,0,0,0,0
2018-07-11 7:00,7,5,0,14
2018-07-11 8:00,32,25,41,100
2018-07-11 9:00,132,99,166,126
2018-07-11 10:00,228,168,299,232
2018-07-11 11:00,363,238,394,217
2018-07-11 12:00,250,152,250,300
2018-07-11 13:00,205,130,290,233
2018-07-11 14:00,384,242,434,137
2018-07-11 15:00,383,236,431,190
2018-07-11 16:00,315,201,337,173
2018-07-11 17:00,350,221,396,172
2018-07-11 18:00,229,119,212,96
2018-07-11 19:00,104,52,97,24
2018-07-11 20:00,8,1,0,1
2018-07-11 21:00,0,0,0,0
2018-07-11 22:00,0,0,0,0
2018-07-11 23:00,0,0,0,0
2018-07-12 0:00,0,0,0,0
2018-07-12 1:00,0,0,0,0
2018-07-12 2:00,0,0,0,0
2018-07-12 3:00,0,0,0,0
2018-07-12 4:00,0,0,0,0
2018-07-12 5:00,0,0,0,0
2018-07-12 6:00,0,0,0,0
2018-07-12 7:00,24,23,30,17
2018-07-12 8:00,80,60,97,78
2018-07-12 9:00,129,85,143,179
2018-07-12 10:00,183,128,245,225
2018-07-12 11:00,287,162,312,230
2018-07-12 12:00,291,193,318,294
2018-07-12 13:00,206,143,246,298
2018-07-12 14:00,257,182,272,266
2018-07-12 15:00,303,240,350,252
2018-07-12 16:00,453,304,539,210
2018-07-12 17:00,446,288,488,154
2018-07-12 18:00,283,173,308,73
2018-07-12 19:00,125,58,118,24
2018-07-12 20:00,11,2,2,2
2018-07-12 21:00,0,0,0,0
2018-07-12 22:00,0,0,0,0
2018-07-12 23:00,0,0,0,0
2018-07-13 0:00,0,0,0,0
2018-07-13 1:00,0,0,0,0
2018-07-13 2:00,0,0,0,0
2018-07-13 3:00,0,0,0,0
2018-07-13 4:00,0,0,0,0
2018-07-13 5:00,0,0,0,0
2018-07-13 6:00,0,0,0,1
2018-07-13 7:00,4,3,0,19
2018-07-13 8:00,83,79,104,71
2018-07-13 9:00,107,69,110,157
2018-07-13 10:00,175,151,256,185
2018-07-13 11:00,295,200,313,240
2018-07-13 12:00,436,318,499,311
2018-07-13 13:00,420,219,440,306
2018-07-13 14:00,508,352,625,259
2018-07-13 15:00,468,306,561,243
2018-07-13 16:00,528,210,580,203
2018-07-13 17:00,473,256,512,143
2018-07-13 18:00,311,170,317,70
2018-07-13 19:00,121,56,114,19
2018-07-13 20:00,10,2,2,0
2018-07-13 21:00,0,0,0,0
2018-07-13 22:00,0,0,0,0
2018-07-13 23:00,0,0,0,0
2018-07-14 0:00,0,0,0,0
2018-07-14 1:00,0,0,0,0
2018-07-14 2:00,0,0,0,0
2018-07-14 3:00,0,0,0,0
2018-07-14 4:00,0,0,0,0
2018-07-14 5:00,0,0,0,0
2018-07-14 6:00,0,0,0,0
2018-07-14 7:00,8,6,4,22
2018-07-14 8:00,61,46,74,75
2018-07-14 9:00,104,82,129,160
2018-07-14 10:00,232,191,323,224
2018-07-14 11:00,406,306,471,269
2018-07-14 12:00,518,375,576,308
2018-07-14 13:00,413,303,504,286
2018-07-14 14:00,625,421,707,261
2018-07-14 15:00,599,399,672,240
2018-07-14 16:00,539,355,600,195
2018-07-14 17:00,431,278,476,123
2018-07-14 18:00,290,175,308,67
2018-07-14 19:00,123,52,117,19
2018-07-14 20:00,9,1,2,0
2018-07-14 21:00,0,0,0,0
2018-07-14 22:00,0,0,0,0
2018-07-14 23:00,0,0,0,0
2018-07-15 0:00,0,0,0,0
2018-07-15 1:00,0,0,0,0
2018-07-15 2:00,0,0,0,0
2018-07-15 3:00,0,0,0,0
2018-07-15 4:00,0,0,0,0
2018-07-15 5:00,0,0,0,0
2018-07-15 6:00,0,0,0,0
2018-07-15 7:00,11,9,0,19
2018-07-15 8:00,41,29,54,74
2018-07-15 9:00,100,74,136,158
2018-07-15 10:00,288,249,387,228
2018-07-15 11:00,468,341,552,276
2018-07-15 12:00,559,393,647,311
2018-07-15 13:00,603,420,692,274
2018-07-15 14:00,612,420,696,261
2018-07-15 15:00,598,392,667,240
2018-07-15 16:00,540,349,595,200
2018-07-15 17:00,438,281,478,138
2018-07-15 18:00,295,173,308,66
2018-07-15 19:00,125,55,119,17
2018-07-15 20:00,11,2,3,0
2018-07-15 21:00,0,0,0,0
2018-07-15 22:00,0,0,0,0
2018-07-15 23:00,0,0,0,0
2018-07-16 0:00,0,0,0,0
2018-07-16 1:00,0,0,0,0
2018-07-16 2:00,0,0,0,0
2018-07-16 3:00,0,0,0,0
2018-07-16 4:00,0,0,0,0
2018-07-16 5:00,0,0,0,0
2018-07-16 6:00,0,0,0,0
2018-07-16 7:00,16,17,2,20
2018-07-16 8:00,79,64,57,70
2018-07-16 9:00,180,155,204,147
2018-07-16 10:00,326,232,383,217
2018-07-16 11:00,464,339,546,268
2018-07-16 12:00,557,394,641,308
2018-07-16 13:00,603,415,683,313
2018-07-16 14:00,607,417,683,252
2018-07-16 15:00,591,388,656,239
2018-07-16 16:00,533,346,585,195
2018-07-16 17:00,426,269,464,133
2018-07-16 18:00,279,163,294,66
2018-07-16 19:00,108,47,103,19
2018-07-16 20:00,10,2,3,1
2018-07-16 21:00,0,0,0,0
2018-07-16 22:00,0,0,0,0
2018-07-16 23:00,0,0,0,0
2018-07-17 0:00,0,0,0,0
2018-07-17 1:00,0,0,0,0
2018-07-17 2:00,0,0,0,0
2018-07-17 3:00,0,0,0,0
2018-07-17 4:00,0,0,0,0
2018-07-17 5:00,0,0,0,0
2018-07-17 6:00,0,0,0,0
2018-07-17 7:00,11,12,0,19
2018-07-17 8:00,54,59,58,72
2018-07-17 9:00,149,112,170,150
2018-07-17 10:00,200,174,244,221
2018-07-17 11:00,419,330,524,268
2018-07-17 12:00,558,394,639,314
2018-07-17 13:00,603,414,686,304
2018-07-17 14:00,616,413,693,273
2018-07-17 15:00,599,380,661,246
2018-07-17 16:00,536,319,586,202
2018-07-17 17:00,421,260,459,136
2018-07-17 18:00,279,156,292,65
2018-07-17 19:00,113,53,109,18
2018-07-17 20:00,11,2,3,1
2018-07-17 21:00,0,0,0,0
2018-07-17 22:00,0,0,0,0
2018-07-17 23:00,0,0,0,0
2018-07-18 0:00,0,0,0,0
2018-07-18 1:00,0,0,0,0
2018-07-18 2:00,0,0,0,0
2018-07-18 3:00,0,0,0,0
2018-07-18 4:00,0,0,0,0
2018-07-18 5:00,0,0,0,0
2018-07-18 6:00,0,0,0,0
2018-07-18 7:00,16,18,14,20
2018-07-18 8:00,62,69,65,72
2018-07-18 9:00,185,154,211,151
2018-07-18 10:00,334,258,409,233
2018-07-18 11:00,465,337,544,270
2018-07-18 12:00,557,392,642,301
2018-07-18 13:00,607,419,692,307
2018-07-18 14:00,615,415,696,270
2018-07-18 15:00,597,397,665,223
2018-07-18 16:00,542,351,595,191
2018-07-18 17:00,437,276,474,133
2018-07-18 18:00,292,169,306,65
2018-07-18 19:00,124,53,118,18
2018-07-18 20:00,10,1,3,0
2018-07-18 21:00,0,0,0,0
2018-07-18 22:00,0,0,0,0
2018-07-18 23:00,0,0,0,0
2018-07-19 0:00,0,0,0,0
2018-07-19 1:00,0,0,0,0
2018-07-19 2:00,0,0,0,0
2018-07-19 3:00,0,0,0,0
2018-07-19 4:00,0,0,0,0
2018-07-19 5:00,0,0,0,0
2018-07-19 6:00,0,0,0,0
2018-07-19 7:00,17,16,10,20
2018-07-19 8:00,81,61,60,72
2018-07-19 9:00,180,139,189,148
2018-07-19 10:00,329,253,403,217
2018-07-19 11:00,455,341,538,261
2018-07-19 12:00,554,395,640,297
2018-07-19 13:00,607,422,695,305
2018-07-19 14:00,630,426,710,248
2018-07-19 15:00,610,389,675,230
2018-07-19 16:00,547,349,596,191
2018-07-19 17:00,439,272,475,133
2018-07-19 18:00,295,169,307,66
2018-07-19 19:00,123,50,115,19
2018-07-19 20:00,9,1,2,0
2018-07-19 21:00,0,0,0,0
2018-07-19 22:00,0,0,0,0
2018-07-19 23:00,0,0,0,0
2018-07-20 0:00,0,0,0,0
2018-07-20 1:00,0,0,0,0
2018-07-20 2:00,0,0,0,0
2018-07-20 3:00,0,0,0,0
2018-07-20 4:00,0,0,0,0
2018-07-20 5:00,0,0,0,0
2018-07-20 6:00,0,0,0,0
2018-07-20 7:00,14,14,11,20
2018-07-20 8:00,61,57,65,70
2018-07-20 9:00,179,144,200,139
2018-07-20 10:00,331,248,395,217
2018-07-20 11:00,463,333,543,271
2018-07-20 12:00,554,388,641,306
2018-07-20 13:00,607,415,691,289
2018-07-20 14:00,619,423,695,260
2018-07-20 15:00,596,393,659,233
2018-07-20 16:00,535,338,586,194
2018-07-20 17:00,431,259,466,134
2018-07-20 18:00,290,163,302,64
2018-07-20 19:00,124,50,116,17
2018-07-20 20:00,10,1,2,0
2018-07-20 21:00,0,0,0,0
2018-07-20 22:00,0,0,0,0
2018-07-20 23:00,0,0,0,0
2018-07-21 0:00,0,0,0,0
2018-07-21 1:00,0,0,0,0
2018-07-21 2:00,0,0,0,0
2018-07-21 3:00,0,0,0,0
2018-07-21 4:00,0,0,0,0
2018-07-21 5:00,0,0,0,0
2018-07-21 6:00,0,0,0,0
2018-07-21 7:00,12,11,3,18
2018-07-21 8:00,50,51,50,72
2018-07-21 9:00,172,142,201,151
2018-07-21 10:00,322,242,394,225
2018-07-21 11:00,455,322,532,277
2018-07-21 12:00,543,372,627,306
2018-07-21 13:00,590,400,675,290
2018-07-21 14:00,600,402,679,267
2018-07-21 15:00,580,382,646,246
2018-07-21 16:00,524,334,573,203
2018-07-21 17:00,423,263,460,139
2018-07-21 18:00,285,161,296,66
2018-07-21 19:00,116,46,109,14
2018-07-21 20:00,9,1,2,0
2018-07-21 21:00,0,0,0,0
2018-07-21 22:00,0,0,0,0
2018-07-21 23:00,0,0,0,0
2018-07-22 0:00,0,0,0,0
2018-07-22 1:00,0,0,0,0
2018-07-22 2:00,0,0,0,0
2018-07-22 3:00,0,0,0,0
2018-07-22 4:00,0,0,0,0
2018-07-22 5:00,0,0,0,0
2018-07-22 6:00,0,0,0,0
2018-07-22 7:00,15,13,10,19
2018-07-22 8:00,62,54,69,70
2018-07-22 9:00,170,134,199,131
2018-07-22 10:00,314,232,384,191
2018-07-22 11:00,399,269,453,222
2018-07-22 12:00,506,338,568,281
2018-07-22 13:00,434,276,478,297
2018-07-22 14:00,502,339,571,178
2018-07-22 15:00,507,329,566,161
2018-07-22 16:00,434,283,497,194
2018-07-22 17:00,384,213,381,75
2018-07-22 18:00,156,90,163,50
2018-07-22 19:00,77,33,71,22
2018-07-22 20:00,1,0,0,0
2018-07-22 21:00,0,0,0,0
2018-07-22 22:00,0,0,0,0
2018-07-22 23:00,0,0,0,0
2018-07-23 0:00,0,0,0,0
2018-07-23 1:00,0,0,0,0
2018-07-23 2:00,0,0,0,0
2018-07-23 3:00,0,0,0,0
2018-07-23 4:00,0,0,0,0
2018-07-23 5:00,0,0,0,0
2018-07-23 6:00,0,0,0,1
2018-07-23 7:00,7,6,5,15
2018-07-23 8:00,53,47,59,43
2018-07-23 9:00,167,129,191,145
2018-07-23 10:00,275,203,341,221
2018-07-23 11:00,428,298,497,277
2018-07-23 12:00,504,343,587,300
2018-07-23 13:00,577,386,655,296
2018-07-23 14:00,584,388,655,267
2018-07-23 15:00,569,365,631,240
2018-07-23 16:00,502,308,551,202
2018-07-23 17:00,408,241,437,139
2018-07-23 18:00,255,155,271,62
2018-07-23 19:00,109,47,103,13
2018-07-23 20:00,5,0,0,0
2018-07-23 21:00,0,0,0,0
2018-07-23 22:00,0,0,0,0
2018-07-23 23:00,0,0,0,0
2018-07-24 0:00,0,0,0,0
2018-07-24 1:00,0,0,0,0
2018-07-24 2:00,0,0,0,0
2018-07-24 3:00,0,0,0,0
2018-07-24 4:00,0,0,0,0
2018-07-24 5:00,0,0,0,0
2018-07-24 6:00,0,0,0,0
2018-07-24 7:00,10,11,3,14
2018-07-24 8:00,64,69,78,64
2018-07-24 9:00,164,143,187,144
2018-07-24 10:00,300,246,371,213
2018-07-24 11:00,426,330,499,272
2018-07-24 12:00,518,384,581,297
2018-07-24 13:00,535,406,614,284
2018-07-24 14:00,565,404,638,265
2018-07-24 15:00,544,378,603,241
2018-07-24 16:00,486,334,537,199
2018-07-24 17:00,387,263,430,139
2018-07-24 18:00,264,164,280,62
2018-07-24 19:00,109,45,103,13
2018-07-24 20:00,6,0,0,0
2018-07-24 21:00,0,0,0,0
2018-07-24 22:00,0,0,0,0
2018-07-24 23:00,0,0,0,0
2018-07-25 0:00,0,0,0,0
2018-07-25 1:00,0,0,0,0
2018-07-25 2:00,0,0,0,0
2018-07-25 3:00,0,0,0,0
2018-07-25 4:00,0,0,0,0
2018-07-25 5:00,0,0,0,0
2018-07-25 6:00,0,0,0,0
2018-07-25 7:00,9,9,9,14
2018-07-25 8:00,83,66,95,69
2018-07-25 9:00,166,149,209,145
2018-07-25 10:00,277,212,323,212
2018-07-25 11:00,365,260,426,261
2018-07-25 12:00,501,376,580,300
2018-07-25 13:00,255,167,255,275
2018-07-25 14:00,263,211,303,251
2018-07-25 15:00,314,274,418,229
2018-07-25 16:00,390,216,399,191
2018-07-25 17:00,194,204,224,134
2018-07-25 18:00,192,150,233,57
2018-07-25 19:00,104,48,101,16
2018-07-25 20:00,8,1,1,0
2018-07-25 21:00,0,0,0,0
2018-07-25 22:00,0,0,0,0
2018-07-25 23:00,0,0,0,0
2018-07-26 0:00,0,0,0,0
2018-07-26 1:00,0,0,0,0
2018-07-26 2:00,0,0,0,0
2018-07-26 3:00,0,0,0,0
2018-07-26 4:00,0,0,0,0
2018-07-26 5:00,0,0,0,0
2018-07-26 6:00,0,0,0,0
2018-07-26 7:00,13,12,14,15
2018-07-26 8:00,60,55,86,66
2018-07-26 9:00,143,108,164,143
2018-07-26 10:00,177,132,203,214
2018-07-26 11:00,192,137,205,265
2018-07-26 12:00,255,219,337,294
2018-07-26 13:00,282,223,309,309
2018-07-26 14:00,343,222,372,291
2018-07-26 15:00,343,224,400,278
2018-07-26 16:00,467,353,546,219
2018-07-26 17:00,386,263,420,124
2018-07-26 18:00,244,148,254,73
2018-07-26 19:00,91,43,86,21
2018-07-26 20:00,6,0,0,0
2018-07-26 21:00,0,0,0,0
2018-07-26 22:00,0,0,0,0
2018-07-26 23:00,0,0,0,0
2018-07-27 0:00,0,0,0,0
2018-07-27 1:00,0,0,0,0
2018-07-27 2:00,0,0,0,0
2018-07-27 3:00,0,0,0,0
2018-07-27 4:00,0,0,0,0
2018-07-27 5:00,0,0,0,0
2018-07-27 6:00,0,0,0,0
2018-07-27 7:00,13,14,15,17
2018-07-27 8:00,95,77,113,64
2018-07-27 9:00,107,115,122,129
2018-07-27 10:00,172,116,186,205
2018-07-27 11:00,374,330,482,257
2018-07-27 12:00,500,388,567,298
2018-07-27 13:00,555,420,650,300
2018-07-27 14:00,580,423,653,243
2018-07-27 15:00,560,396,620,126
2018-07-27 16:00,501,334,550,163
2018-07-27 17:00,396,267,436,93
2018-07-27 18:00,255,158,268,30
2018-07-27 19:00,98,43,93,2
2018-07-27 20:00,6,0,0,0
2018-07-27 21:00,0,0,0,0
2018-07-27 22:00,0,0,0,0
2018-07-27 23:00,0,0,0,0
2018-07-28 0:00,0,0,0,0
2018-07-28 1:00,0,0,0,0
2018-07-28 2:00,0,0,0,0
2018-07-28 3:00,0,0,0,0
2018-07-28 4:00,0,0,0,0
2018-07-28 5:00,0,0,0,0
2018-07-28 6:00,0,0,0,0
2018-07-28 7:00,17,12,26,12
2018-07-28 8:00,80,54,110,48
2018-07-28 9:00,156,128,204,108
2018-07-28 10:00,307,249,346,181
2018-07-28 11:00,403,330,377,283
2018-07-28 12:00,404,386,402,283
2018-07-28 13:00,570,366,639,297
2018-07-28 14:00,586,418,661,283
2018-07-28 15:00,583,405,647,204
2018-07-28 16:00,546,359,570,206
2018-07-28 17:00,336,216,349,142
2018-07-28 18:00,122,68,117,67
2018-07-28 19:00,63,36,71,13
2018-07-28 20:00,14,3,7,0
2018-07-28 21:00,0,0,0,0
2018-07-28 22:00,0,0,0,0
2018-07-28 23:00,0,0,0,0
2018-07-29 0:00,0,0,0,0
2018-07-29 1:00,0,0,0,0
2018-07-29 2:00,0,0,0,0
2018-07-29 3:00,0,0,0,0
2018-07-29 4:00,0,0,0,0
2018-07-29 5:00,0,0,0,0
2018-07-29 6:00,0,0,0,0
2018-07-29 7:00,6,7,0,10
2018-07-29 8:00,37,43,27,59
2018-07-29 9:00,156,137,190,131
2018-07-29 10:00,306,250,379,167
2018-07-29 11:00,417,339,515,273
2018-07-29 12:00,525,398,607,324
2018-07-29 13:00,579,437,660,285
2018-07-29 14:00,595,439,670,195
2018-07-29 15:00,559,380,610,257
2018-07-29 16:00,357,244,394,175
2018-07-29 17:00,401,271,436,119
2018-07-29 18:00,261,158,274,22
2018-07-29 19:00,108,49,108,2
2018-07-29 20:00,11,1,3,0
2018-07-29 21:00,0,0,0,0
2018-07-29 22:00,0,0,0,0
2018-07-29 23:00,0,0,0,0
2018-07-30 0:00,0,0,0,0
2018-07-30 1:00,0,0,0,0
2018-07-30 2:00,0,0,0,0
2018-07-30 3:00,0,0,0,0
2018-07-30 4:00,0,0,0,0
2018-07-30 5:00,0,0,0,0
2018-07-30 6:00,0,0,0,0
2018-07-30 7:00,3,3,0,20
2018-07-30 8:00,27,37,12,118
2018-07-30 9:00,154,139,187,140
2018-07-30 10:00,309,256,384,174
2018-07-30 11:00,440,341,517,265
2018-07-30 12:00,524,393,604,326
2018-07-30 13:00,568,420,649,311
2018-07-30 14:00,580,427,656,282
2018-07-30 15:00,558,408,623,265
2018-07-30 16:00,506,360,559,189
2018-07-30 17:00,399,270,435,165
2018-07-30 18:00,263,160,276,52
2018-07-30 19:00,102,40,95,9
2018-07-30 20:00,5,0,0,0
2018-07-30 21:00,0,0,0,0
2018-07-30 22:00,0,0,0,0
2018-07-30 23:00,0,0,0,0
2018-07-31 0:00,0,0,0,0
2018-07-31 1:00,0,0,0,0
2018-07-31 2:00,0,0,0,0
2018-07-31 3:00,0,0,0,0
2018-07-31 4:00,0,0,0,0
2018-07-31 5:00,0,0,0,0
2018-07-31 6:00,0,0,0,0
2018-07-31 7:00,4,6,0,19
2018-07-31 8:00,35,41,26,66
2018-07-31 9:00,155,137,194,122
2018-07-31 10:00,314,255,392,238
2018-07-31 11:00,462,346,535,270
2018-07-31 12:00,532,394,615,281
2018-07-31 13:00,574,421,661,326
2018-07-31 14:00,582,426,665,278
2018-07-31 15:00,565,411,631,251
2018-07-31 16:00,511,357,560,210
2018-07-31 17:00,403,265,436,150
2018-07-31 18:00,261,157,272,67
2018-07-31 19:00,101,41,93,9
2018-07-31 20:00,4,0,0,0
2018-07-31 21:00,0,0,0,0
2018-07-31 22:00,0,0,0,0
2018-07-31 23:00,0,0,0,0
2018-08-01 0:00,0,0,0,0
2018-08-01 1:00,0,0,0,0
2018-08-01 2:00,0,0,0,0
2018-08-01 3:00,0,0,0,0
2018-08-01 4:00,0,0,0,0
2018-08-01 5:00,0,0,0,0
2018-08-01 6:00,0,0,0,0
2018-08-01 7:00,6,6,0,11
2018-08-01 8:00,36,41,22,62
2018-08-01 9:00,155,136,179,139
2018-08-01 10:00,306,249,378,202
2018-08-01 11:00,434,337,514,241
2018-08-01 12:00,514,392,601,267
2018-08-01 13:00,556,424,648,278
2018-08-01 14:00,589,436,665,272
2018-08-01 15:00,560,395,619,248
2018-08-01 16:00,497,339,545,208
2018-08-01 17:00,383,248,417,148
2018-08-01 18:00,247,146,258,65
2018-08-01 19:00,92,38,86,8
2018-08-01 20:00,3,0,0,0
2018-08-01 21:00,0,0,0,0
2018-08-01 22:00,0,0,0,0
2018-08-01 23:00,0,0,0,0
2018-08-02 0:00,0,0,0,0
2018-08-02 1:00,0,0,0,0
2018-08-02 2:00,0,0,0,0
2018-08-02 3:00,0,0,0,0
