time,dangjin_floating,dangjin_warehouse,dangjin,ulsan_not_used,ulsan
2015-12-02 21:00,0,0,0,0,0
2015-12-02 22:00,0,0,0,0,0
2015-12-02 23:00,0,0,0,0,0
2015-12-03 0:00,0,0,0,0,0
2015-12-03 1:00,0,0,0,0,0
2015-12-03 2:00,0,0,0,0,0
2015-12-03 3:00,0,0,0,0,0
2015-12-03 4:00,0,0,0,0,0
2015-12-03 5:00,0,0,0,0,0
2015-12-03 6:00,0,0,0,0,0
2015-12-03 7:00,0,0,0,0,0
2015-12-03 8:00,1,0,0,7,7
2015-12-03 9:00,16,8,4,65,65
2015-12-03 10:00,113,79,117,150,150
2015-12-03 11:00,65,45,52,253,253
2015-12-03 12:00,59,33,41,250,250
2015-12-03 13:00,127,103,142,194,194
2015-12-03 14:00,282,170,317,159,159
2015-12-03 15:00,277,198,278,114,114
2015-12-03 16:00,31,16,9,52,52
2015-12-03 17:00,12,5,2,24,24
2015-12-03 18:00,0,0,0,0,0
2015-12-03 19:00,0,0,0,0,0
2015-12-03 20:00,0,0,0,0,0
2015-12-03 21:00,0,0,0,0,0
2015-12-03 22:00,0,0,0,0,0
2015-12-03 23:00,0,0,0,0,0
2015-12-04 0:00,0,0,0,0,0
2015-12-04 1:00,0,0,0,0,0
2015-12-04 2:00,0,0,0,0,0
2015-12-04 3:00,0,0,0,0,0
2015-12-04 4:00,0,0,0,0,0
2015-12-04 5:00,0,0,0,0,0
2015-12-04 6:00,0,0,0,0,0
2015-12-04 7:00,0,0,0,0,0
2015-12-04 8:00,0,0,0,3,3
2015-12-04 9:00,10,5,0,59,59
2015-12-04 10:00,61,40,40,174,174
2015-12-04 11:00,47,25,21,260,260
2015-12-04 12:00,119,71,86,299,299
2015-12-04 13:00,153,103,123,303,303
2015-12-04 14:00,145,73,89,279,279
2015-12-04 15:00,76,43,44,229,229
2015-12-04 16:00,46,28,26,124,124
2015-12-04 17:00,20,9,6,21,21
2015-12-04 18:00,0,0,0,0,0
2015-12-04 19:00,0,0,0,0,0
2015-12-04 20:00,0,0,0,0,0
2015-12-04 21:00,0,0,0,0,0
2015-12-04 22:00,0,0,0,0,0
2015-12-04 23:00,0,0,0,0,0
2015-12-05 0:00,0,0,0,0,0
2015-12-05 1:00,0,0,0,0,0
2015-12-05 2:00,0,0,0,0,0
2015-12-05 3:00,0,0,0,0,0
2015-12-05 4:00,0,0,0,0,0
2015-12-05 5:00,0,0,0,0,0
2015-12-05 6:00,0,0,0,0,0
2015-12-05 7:00,0,0,0,0,0
2015-12-05 8:00,0,0,0,5,5
2015-12-05 9:00,3,1,0,71,71
2015-12-05 10:00,98,92,110,92,92
2015-12-05 11:00,321,255,269,184,184
2015-12-05 12:00,322,204,245,167,167
2015-12-05 13:00,288,214,236,166,166
2015-12-05 14:00,307,243,269,105,105
2015-12-05 15:00,306,208,234,62,62
2015-12-05 16:00,152,102,111,33,33
2015-12-05 17:00,46,24,20,7,7
2015-12-05 18:00,0,0,0,0,0
2015-12-05 19:00,0,0,0,0,0
2015-12-05 20:00,0,0,0,0,0
2015-12-05 21:00,0,0,0,0,0
2015-12-05 22:00,0,0,0,0,0
2015-12-05 23:00,0,0,0,0,0
2015-12-06 0:00,0,0,0,0,0
2015-12-06 1:00,0,0,0,0,0
2015-12-06 2:00,0,0,0,0,0
2015-12-06 3:00,0,0,0,0,0
2015-12-06 4:00,0,0,0,0,0
2015-12-06 5:00,0,0,0,0,0
2015-12-06 6:00,0,0,0,0,0
2015-12-06 7:00,0,0,0,0,0
2015-12-06 8:00,1,0,0,0,0
2015-12-06 9:00,40,30,28,17,17
2015-12-06 10:00,170,135,164,30,30
2015-12-06 11:00,331,259,289,66,66
2015-12-06 12:00,349,276,310,80,80
2015-12-06 13:00,423,365,410,100,100
2015-12-06 14:00,506,401,470,78,78
2015-12-06 15:00,397,280,337,63,63
2015-12-06 16:00,169,169,180,50,50
2015-12-06 17:00,55,41,34,13,13
2015-12-06 18:00,3,1,0,0,0
2015-12-06 19:00,0,0,0,0,0
2015-12-06 20:00,0,0,0,0,0
2015-12-06 21:00,0,0,0,0,0
2015-12-06 22:00,0,0,0,0,0
2015-12-06 23:00,0,0,0,0,0
2015-12-07 0:00,0,0,0,0,0
2015-12-07 1:00,0,0,0,0,0
2015-12-07 2:00,0,0,0,0,0
2015-12-07 3:00,0,0,0,0,0
2015-12-07 4:00,0,0,0,0,0
2015-12-07 5:00,0,0,0,0,0
2015-12-07 6:00,0,0,0,0,0
2015-12-07 7:00,0,0,0,0,0
2015-12-07 8:00,2,1,0,2,2
2015-12-07 9:00,87,56,89,12,12
2015-12-07 10:00,240,174,243,15,15
2015-12-07 11:00,359,295,369,39,39
2015-12-07 12:00,453,395,460,170,170
2015-12-07 13:00,471,443,502,190,190
2015-12-07 14:00,534,445,499,230,230
2015-12-07 15:00,475,362,439,69,69
2015-12-07 16:00,172,209,207,12,12
2015-12-07 17:00,27,43,15,2,2
2015-12-07 18:00,1,0,0,0,0
2015-12-07 19:00,0,0,0,0,0
2015-12-07 20:00,0,0,0,0,0
2015-12-07 21:00,0,0,0,0,0
2015-12-07 22:00,0,0,0,0,0
2015-12-07 23:00,0,0,0,0,0
2015-12-08 0:00,0,0,0,0,0
2015-12-08 1:00,0,0,0,0,0
2015-12-08 2:00,0,0,0,0,0
2015-12-08 3:00,0,0,0,0,0
2015-12-08 4:00,0,0,0,0,0
2015-12-08 5:00,0,0,0,0,0
2015-12-08 6:00,0,0,0,0,0
2015-12-08 7:00,0,0,0,0,0
2015-12-08 8:00,1,1,0,4,4
2015-12-08 9:00,85,47,83,54,54
2015-12-08 10:00,248,175,250,125,125
2015-12-08 11:00,363,309,381,246,246
2015-12-08 12:00,440,397,455,252,252
2015-12-08 13:00,468,431,504,140,140
2015-12-08 14:00,525,426,494,208,208
2015-12-08 15:00,475,358,443,208,208
2015-12-08 16:00,172,203,205,63,63
2015-12-08 17:00,33,65,32,9,9
2015-12-08 18:00,1,0,0,0,0
2015-12-08 19:00,0,0,0,0,0
2015-12-08 20:00,0,0,0,0,0
2015-12-08 21:00,0,0,0,0,0
2015-12-08 22:00,0,0,0,0,0
2015-12-08 23:00,0,0,0,0,0
2015-12-09 0:00,0,0,0,0,0
2015-12-09 1:00,0,0,0,0,0
2015-12-09 2:00,0,0,0,0,0
2015-12-09 3:00,0,0,0,0,0
2015-12-09 4:00,0,0,0,0,0
2015-12-09 5:00,0,0,0,0,0
2015-12-09 6:00,0,0,0,0,0
2015-12-09 7:00,0,0,0,0,0
2015-12-09 8:00,0,0,0,1,1
2015-12-09 9:00,44,34,38,39,39
2015-12-09 10:00,207,138,179,77,77
2015-12-09 11:00,306,261,314,128,128
2015-12-09 12:00,422,356,403,146,146
2015-12-09 13:00,420,331,368,145,145
2015-12-09 14:00,431,330,381,167,167
2015-12-09 15:00,364,271,347,166,166
2015-12-09 16:00,175,163,176,48,48
2015-12-09 17:00,37,34,18,9,9
2015-12-09 18:00,0,0,0,0,0
2015-12-09 19:00,0,0,0,0,0
2015-12-09 20:00,0,0,0,0,0
2015-12-09 21:00,0,0,0,0,0
2015-12-09 22:00,0,0,0,0,0
2015-12-09 23:00,0,0,0,0,0
2015-12-10 0:00,0,0,0,0,0
2015-12-10 1:00,0,0,0,0,0
2015-12-10 2:00,0,0,0,0,0
2015-12-10 3:00,0,0,0,0,0
2015-12-10 4:00,0,0,0,0,0
2015-12-10 5:00,0,0,0,0,0
2015-12-10 6:00,0,0,0,0,0
2015-12-10 7:00,0,0,0,0,0
2015-12-10 8:00,0,0,0,0,0
2015-12-10 9:00,4,1,0,4,4
2015-12-10 10:00,15,8,2,12,12
2015-12-10 11:00,48,33,34,17,17
2015-12-10 12:00,60,42,43,14,14
2015-12-10 13:00,84,62,60,6,6
2015-12-10 14:00,60,42,35,8,8
2015-12-10 15:00,27,16,0,2,2
2015-12-10 16:00,16,9,0,3,3
2015-12-10 17:00,1,0,0,0,0
2015-12-10 18:00,0,0,0,0,0
2015-12-10 19:00,0,0,0,0,0
2015-12-10 20:00,0,0,0,0,0
2015-12-10 21:00,0,0,0,0,0
2015-12-10 22:00,0,0,0,0,0
2015-12-10 23:00,0,0,0,0,0
2015-12-11 0:00,0,0,0,0,0
2015-12-11 1:00,nan,nan,nan,0,0
2015-12-11 2:00,nan,nan,nan,0,0
2015-12-11 3:00,nan,nan,nan,0,0
2015-12-11 4:00,nan,nan,nan,0,0
2015-12-11 5:00,nan,nan,nan,0,0
2015-12-11 6:00,nan,nan,nan,0,0
2015-12-11 7:00,nan,nan,nan,0,0
2015-12-11 8:00,nan,nan,nan,0,0
2015-12-11 9:00,nan,nan,nan,1,1
2015-12-11 10:00,nan,nan,nan,7,7
2015-12-11 11:00,nan,nan,nan,9,9
2015-12-11 12:00,nan,nan,nan,25,25
2015-12-11 13:00,nan,nan,nan,30,30
2015-12-11 14:00,nan,nan,nan,22,22
2015-12-11 15:00,nan,nan,nan,27,27
2015-12-11 16:00,nan,nan,nan,19,19
2015-12-11 17:00,nan,nan,nan,4,4
2015-12-11 18:00,nan,nan,nan,0,0
2015-12-11 19:00,nan,nan,nan,0,0
2015-12-11 20:00,nan,nan,nan,0,0
2015-12-11 21:00,nan,nan,nan,0,0
2015-12-11 22:00,nan,nan,nan,0,0
2015-12-11 23:00,nan,nan,nan,0,0
2015-12-12 0:00,nan,nan,nan,0,0
2015-12-12 1:00,nan,nan,nan,0,0
2015-12-12 2:00,nan,nan,nan,0,0
2015-12-12 3:00,nan,nan,nan,0,0
2015-12-12 4:00,nan,nan,nan,0,0
2015-12-12 5:00,nan,nan,nan,0,0
2015-12-12 6:00,nan,nan,nan,0,0
2015-12-12 7:00,nan,nan,nan,0,0
2015-12-12 8:00,nan,nan,nan,0,0
2015-12-12 9:00,nan,nan,nan,1,1
2015-12-12 10:00,nan,nan,nan,8,8
2015-12-12 11:00,nan,nan,nan,18,18
2015-12-12 12:00,nan,nan,nan,33,33
2015-12-12 13:00,nan,nan,nan,193,193
2015-12-12 14:00,nan,nan,nan,280,280
2015-12-12 15:00,nan,nan,nan,164,164
2015-12-12 16:00,nan,nan,nan,51,51
2015-12-12 17:00,nan,nan,nan,10,10
2015-12-12 18:00,nan,nan,nan,0,0
2015-12-12 19:00,nan,nan,nan,0,0
2015-12-12 20:00,nan,nan,nan,0,0
2015-12-12 21:00,nan,nan,nan,0,0
2015-12-12 22:00,nan,nan,nan,0,0
2015-12-12 23:00,nan,nan,nan,0,0
2015-12-13 0:00,nan,nan,nan,0,0
2015-12-13 1:00,nan,nan,nan,0,0
2015-12-13 2:00,nan,nan,nan,0,0
2015-12-13 3:00,nan,nan,nan,0,0
2015-12-13 4:00,nan,nan,nan,0,0
2015-12-13 5:00,nan,nan,nan,0,0
2015-12-13 6:00,nan,nan,nan,0,0
2015-12-13 7:00,nan,nan,nan,0,0
2015-12-13 8:00,nan,nan,nan,0,0
2015-12-13 9:00,nan,nan,nan,40,40
2015-12-13 10:00,nan,nan,nan,142,142
2015-12-13 11:00,nan,nan,nan,222,222
2015-12-13 12:00,nan,nan,nan,247,247
2015-12-13 13:00,nan,nan,nan,235,235
2015-12-13 14:00,nan,nan,nan,211,211
2015-12-13 15:00,nan,nan,nan,185,185
2015-12-13 16:00,nan,nan,nan,60,60
2015-12-13 17:00,nan,nan,nan,22,22
2015-12-13 18:00,nan,nan,nan,0,0
2015-12-13 19:00,nan,nan,nan,0,0
2015-12-13 20:00,nan,nan,nan,0,0
2015-12-13 21:00,nan,nan,nan,0,0
2015-12-13 22:00,nan,nan,nan,0,0
2015-12-13 23:00,nan,nan,nan,0,0
2015-12-14 0:00,nan,nan,nan,0,0
2015-12-14 1:00,0,0,0,0,0
2015-12-14 2:00,0,0,0,0,0
2015-12-14 3:00,0,0,0,0,0
2015-12-14 4:00,0,0,0,0,0
2015-12-14 5:00,0,0,0,0,0
2015-12-14 6:00,0,0,0,0,0
2015-12-14 7:00,0,0,0,0,0
2015-12-14 8:00,0,0,0,0,0
2015-12-14 9:00,2,0,0,0,0
2015-12-14 10:00,49,37,36,6,6
2015-12-14 11:00,84,54,53,17,17
2015-12-14 12:00,57,40,33,24,24
2015-12-14 13:00,60,40,32,36,36
2015-12-14 14:00,51,38,31,23,23
2015-12-14 15:00,37,27,7,36,36
2015-12-14 16:00,10,8,0,19,19
2015-12-14 17:00,1,1,0,1,1
2015-12-14 18:00,0,0,0,0,0
2015-12-14 19:00,0,0,0,0,0
2015-12-14 20:00,0,0,0,0,0
2015-12-14 21:00,0,0,0,0,0
2015-12-14 22:00,0,0,0,0,0
2015-12-14 23:00,0,0,0,0,0
2015-12-15 0:00,0,0,0,0,0
2015-12-15 1:00,0,0,0,0,0
2015-12-15 2:00,0,0,0,0,0
2015-12-15 3:00,0,0,0,0,0
2015-12-15 4:00,0,0,0,0,0
2015-12-15 5:00,0,0,0,0,0
2015-12-15 6:00,0,0,0,0,0
2015-12-15 7:00,0,0,0,0,0
2015-12-15 8:00,0,0,0,0,0
2015-12-15 9:00,4,1,0,15,15
2015-12-15 10:00,52,33,31,32,32
2015-12-15 11:00,28,14,5,95,95
2015-12-15 12:00,62,46,46,75,75
2015-12-15 13:00,333,249,291,136,136
2015-12-15 14:00,206,153,188,179,179
2015-12-15 15:00,260,170,195,196,196
2015-12-15 16:00,107,72,76,47,47
2015-12-15 17:00,15,5,0,18,18
2015-12-15 18:00,0,0,0,0,0
2015-12-15 19:00,0,0,0,0,0
2015-12-15 20:00,0,0,0,0,0
2015-12-15 21:00,0,0,0,0,0
2015-12-15 22:00,0,0,0,0,0
2015-12-15 23:00,0,0,0,0,0
2015-12-16 0:00,0,0,0,0,0
2015-12-16 1:00,0,0,0,0,0
2015-12-16 2:00,0,0,0,0,0
2015-12-16 3:00,0,0,0,0,0
2015-12-16 4:00,0,0,0,0,0
2015-12-16 5:00,0,0,0,0,0
2015-12-16 6:00,0,0,0,0,0
2015-12-16 7:00,0,0,0,0,0
2015-12-16 8:00,0,0,0,1,1
2015-12-16 9:00,10,5,0,52,52
2015-12-16 10:00,10,2,0,113,113
2015-12-16 11:00,33,22,16,236,236
2015-12-16 12:00,187,146,160,174,174
2015-12-16 13:00,260,184,184,156,156
2015-12-16 14:00,301,221,267,91,91
2015-12-16 15:00,84,50,43,45,45
2015-12-16 16:00,44,27,20,51,51
2015-12-16 17:00,20,6,0,31,31
2015-12-16 18:00,2,0,0,0,0
2015-12-16 19:00,0,0,0,0,0
2015-12-16 20:00,0,0,0,0,0
2015-12-16 21:00,0,0,0,0,0
2015-12-16 22:00,0,0,0,0,0
2015-12-16 23:00,0,0,0,0,0
2015-12-17 0:00,0,0,0,0,0
2015-12-17 1:00,0,0,0,0,0
2015-12-17 2:00,0,0,0,0,0
2015-12-17 3:00,0,0,0,0,0
2015-12-17 4:00,0,0,0,0,0
2015-12-17 5:00,0,0,0,0,0
2015-12-17 6:00,0,0,0,0,0
2015-12-17 7:00,0,0,0,0,0
2015-12-17 8:00,0,0,0,4,4
2015-12-17 9:00,29,24,18,62,62
2015-12-17 10:00,226,154,220,158,158
2015-12-17 11:00,351,281,356,259,259
2015-12-17 12:00,457,331,460,304,304
2015-12-17 13:00,452,392,440,319,319
2015-12-17 14:00,516,408,510,301,301
2015-12-17 15:00,464,343,403,250,250
2015-12-17 16:00,161,227,232,140,140
2015-12-17 17:00,36,84,38,26,26
2015-12-17 18:00,2,1,0,0,0
2015-12-17 19:00,0,0,0,0,0
2015-12-17 20:00,0,0,0,0,0
2015-12-17 21:00,0,0,0,0,0
2015-12-17 22:00,0,0,0,0,0
2015-12-17 23:00,0,0,0,0,0
2015-12-18 0:00,0,0,0,0,0
2015-12-18 1:00,0,0,0,0,0
2015-12-18 2:00,0,0,0,0,0
2015-12-18 3:00,0,0,0,0,0
2015-12-18 4:00,0,0,0,0,0
2015-12-18 5:00,0,0,0,0,0
2015-12-18 6:00,0,0,0,0,0
2015-12-18 7:00,0,0,0,0,0
2015-12-18 8:00,0,0,0,3,3
2015-12-18 9:00,6,2,0,67,67
2015-12-18 10:00,28,17,6,179,179
2015-12-18 11:00,66,50,54,258,258
2015-12-18 12:00,123,84,85,302,302
2015-12-18 13:00,131,86,93,315,315
2015-12-18 14:00,42,22,17,292,292
2015-12-18 15:00,26,16,6,242,242
2015-12-18 16:00,47,27,25,136,136
2015-12-18 17:00,15,4,0,25,25
2015-12-18 18:00,0,0,0,0,0
2015-12-18 19:00,0,0,0,0,0
2015-12-18 20:00,0,0,0,0,0
2015-12-18 21:00,0,0,0,0,0
2015-12-18 22:00,0,0,0,0,0
2015-12-18 23:00,0,0,0,0,0
2015-12-19 0:00,0,0,0,0,0
2015-12-19 1:00,0,0,0,0,0
2015-12-19 2:00,0,0,0,0,0
2015-12-19 3:00,0,0,0,0,0
2015-12-19 4:00,0,0,0,0,0
2015-12-19 5:00,0,0,0,0,0
2015-12-19 6:00,0,0,0,0,0
2015-12-19 7:00,0,0,0,0,0
2015-12-19 8:00,1,0,0,2,2
2015-12-19 9:00,83,42,75,59,59
2015-12-19 10:00,251,150,244,169,169
2015-12-19 11:00,372,282,370,248,248
2015-12-19 12:00,464,383,461,293,293
2015-12-19 13:00,491,431,531,297,297
2015-12-19 14:00,553,423,539,272,272
2015-12-19 15:00,483,344,451,214,214
2015-12-19 16:00,180,197,206,117,117
2015-12-19 17:00,55,62,44,23,23
2015-12-19 18:00,3,0,0,0,0
2015-12-19 19:00,0,0,0,0,0
2015-12-19 20:00,0,0,0,0,0
2015-12-19 21:00,0,0,0,0,0
2015-12-19 22:00,0,0,0,0,0
2015-12-19 23:00,0,0,0,0,0
2015-12-20 0:00,0,0,0,0,0
2015-12-20 1:00,0,0,0,0,0
2015-12-20 2:00,0,0,0,0,0
2015-12-20 3:00,0,0,0,0,0
2015-12-20 4:00,0,0,0,0,0
2015-12-20 5:00,0,0,0,0,0
2015-12-20 6:00,0,0,0,0,0
2015-12-20 7:00,0,0,0,0,0
2015-12-20 8:00,0,0,0,3,3
2015-12-20 9:00,25,17,12,27,27
2015-12-20 10:00,81,60,64,61,61
2015-12-20 11:00,171,121,131,60,60
2015-12-20 12:00,214,153,163,61,61
2015-12-20 13:00,179,126,133,64,64
2015-12-20 14:00,186,131,141,23,23
2015-12-20 15:00,211,139,150,16,16
2015-12-20 16:00,71,46,46,7,7
2015-12-20 17:00,27,13,5,2,2
2015-12-20 18:00,1,0,0,0,0
2015-12-20 19:00,0,0,0,0,0
2015-12-20 20:00,0,0,0,0,0
2015-12-20 21:00,0,0,0,0,0
2015-12-20 22:00,0,0,0,0,0
2015-12-20 23:00,0,0,0,0,0
2015-12-21 0:00,0,0,0,0,0
2015-12-21 1:00,0,0,0,0,0
2015-12-21 2:00,0,0,0,0,0
2015-12-21 3:00,0,0,0,0,0
2015-12-21 4:00,0,0,0,0,0
2015-12-21 5:00,0,0,0,0,0
2015-12-21 6:00,0,0,0,0,0
2015-12-21 7:00,0,0,0,0,0
2015-12-21 8:00,0,0,0,0,0
2015-12-21 9:00,1,0,0,6,6
2015-12-21 10:00,37,28,25,31,31
2015-12-21 11:00,105,72,76,47,47
2015-12-21 12:00,75,38,57,101,101
2015-12-21 13:00,333,245,307,172,172
2015-12-21 14:00,480,230,442,276,276
2015-12-21 15:00,486,246,428,217,217
2015-12-21 16:00,197,199,211,109,109
2015-12-21 17:00,52,59,40,24,24
2015-12-21 18:00,3,0,0,0,0
2015-12-21 19:00,0,0,0,0,0
2015-12-21 20:00,0,0,0,0,0
2015-12-21 21:00,0,0,0,0,0
2015-12-21 22:00,0,0,0,0,0
2015-12-21 23:00,0,0,0,0,0
2015-12-22 0:00,0,0,0,0,0
2015-12-22 1:00,0,0,0,0,0
2015-12-22 2:00,0,0,0,0,0
2015-12-22 3:00,0,0,0,0,0
2015-12-22 4:00,0,0,0,0,0
2015-12-22 5:00,0,0,0,0,0
2015-12-22 6:00,0,0,0,0,0
2015-12-22 7:00,0,0,0,0,0
2015-12-22 8:00,0,0,0,1,1
2015-12-22 9:00,6,2,0,35,35
2015-12-22 10:00,59,32,41,149,149
2015-12-22 11:00,154,112,137,206,206
2015-12-22 12:00,312,231,292,204,204
2015-12-22 13:00,445,356,438,251,251
2015-12-22 14:00,529,382,486,195,195
2015-12-22 15:00,248,149,145,212,212
2015-12-22 16:00,58,39,23,77,77
2015-12-22 17:00,13,6,0,11,11
2015-12-22 18:00,0,0,0,0,0
2015-12-22 19:00,0,0,0,0,0
2015-12-22 20:00,0,0,0,0,0
2015-12-22 21:00,0,0,0,0,0
2015-12-22 22:00,0,0,0,0,0
2015-12-22 23:00,0,0,0,0,0
2015-12-23 0:00,0,0,0,0,0
2015-12-23 1:00,0,0,0,0,0
2015-12-23 2:00,0,0,0,0,0
2015-12-23 3:00,0,0,0,0,0
2015-12-23 4:00,0,0,0,0,0
2015-12-23 5:00,0,0,0,0,0
2015-12-23 6:00,0,0,0,0,0
2015-12-23 7:00,0,0,0,0,0
2015-12-23 8:00,0,0,0,0,0
2015-12-23 9:00,7,3,0,2,2
2015-12-23 10:00,40,31,20,19,19
2015-12-23 11:00,143,112,116,81,81
2015-12-23 12:00,339,272,298,73,73
2015-12-23 13:00,444,388,456,100,100
2015-12-23 14:00,495,377,460,76,76
2015-12-23 15:00,449,338,413,40,40
2015-12-23 16:00,182,198,201,28,28
2015-12-23 17:00,47,63,36,0,0
2015-12-23 18:00,2,0,0,0,0
2015-12-23 19:00,0,0,0,0,0
2015-12-23 20:00,0,0,0,0,0
2015-12-23 21:00,0,0,0,0,0
2015-12-23 22:00,0,0,0,0,0
2015-12-23 23:00,0,0,0,0,0
2015-12-24 0:00,0,0,0,0,0
2015-12-24 1:00,0,0,0,0,0
2015-12-24 2:00,0,0,0,0,0
2015-12-24 3:00,0,0,0,0,0
2015-12-24 4:00,0,0,0,0,0
2015-12-24 5:00,0,0,0,0,0
2015-12-24 6:00,0,0,0,0,0
2015-12-24 7:00,0,0,0,0,0
2015-12-24 8:00,0,0,0,0,0
2015-12-24 9:00,15,13,0,41,41
2015-12-24 10:00,83,82,58,94,94
2015-12-24 11:00,128,94,86,199,199
2015-12-24 12:00,299,231,273,202,202
2015-12-24 13:00,433,351,380,246,246
2015-12-24 14:00,413,313,345,242,242
2015-12-24 15:00,374,276,326,122,122
2015-12-24 16:00,201,189,200,58,58
2015-12-24 17:00,61,55,40,16,16
2015-12-24 18:00,2,0,0,0,0
2015-12-24 19:00,0,0,0,0,0
2015-12-24 20:00,0,0,0,0,0
2015-12-24 21:00,0,0,0,0,0
2015-12-24 22:00,0,0,0,0,0
2015-12-24 23:00,0,0,0,0,0
2015-12-25 0:00,0,0,0,0,0
2015-12-25 1:00,0,0,0,0,0
2015-12-25 2:00,0,0,0,0,0
2015-12-25 3:00,0,0,0,0,0
2015-12-25 4:00,0,0,0,0,0
2015-12-25 5:00,0,0,0,0,0
2015-12-25 6:00,0,0,0,0,0
2015-12-25 7:00,0,0,0,0,0
2015-12-25 8:00,0,0,0,1,1
2015-12-25 9:00,64,32,68,57,57
2015-12-25 10:00,242,164,252,170,170
2015-12-25 11:00,354,325,392,254,254
2015-12-25 12:00,448,426,488,299,299
2015-12-25 13:00,489,469,536,311,311
2015-12-25 14:00,568,467,533,298,298
2015-12-25 15:00,518,385,473,249,249
2015-12-25 16:00,201,210,227,147,147
2015-12-25 17:00,48,66,36,31,31
2015-12-25 18:00,3,1,0,0,0
2015-12-25 19:00,0,0,0,0,0
2015-12-25 20:00,0,0,0,0,0
2015-12-25 21:00,0,0,0,0,0
2015-12-25 22:00,0,0,0,0,0
2015-12-25 23:00,0,0,0,0,0
2015-12-26 0:00,0,0,0,0,0
2015-12-26 1:00,0,0,0,0,0
2015-12-26 2:00,0,0,0,0,0
2015-12-26 3:00,0,0,0,0,0
2015-12-26 4:00,0,0,0,0,0
2015-12-26 5:00,0,0,0,0,0
2015-12-26 6:00,0,0,0,0,0
2015-12-26 7:00,0,0,0,0,0
2015-12-26 8:00,0,0,0,0,0
2015-12-26 9:00,23,15,14,36,36
2015-12-26 10:00,100,72,82,102,102
2015-12-26 11:00,222,167,196,176,176
2015-12-26 12:00,328,247,287,236,236
2015-12-26 13:00,413,344,401,240,240
2015-12-26 14:00,422,256,357,235,235
2015-12-26 15:00,324,182,252,177,177
2015-12-26 16:00,122,72,77,80,80
2015-12-26 17:00,25,12,6,23,23
2015-12-26 18:00,0,0,0,0,0
2015-12-26 19:00,0,0,0,0,0
2015-12-26 20:00,0,0,0,0,0
2015-12-26 21:00,0,0,0,0,0
2015-12-26 22:00,0,0,0,0,0
2015-12-26 23:00,0,0,0,0,0
2015-12-27 0:00,0,0,0,0,0
2015-12-27 1:00,0,0,0,0,0
2015-12-27 2:00,0,0,0,0,0
2015-12-27 3:00,0,0,0,0,0
2015-12-27 4:00,0,0,0,0,0
2015-12-27 5:00,0,0,0,0,0
2015-12-27 6:00,0,0,0,0,0
2015-12-27 7:00,0,0,0,0,0
2015-12-27 8:00,0,0,0,1,1
2015-12-27 9:00,81,40,71,42,42
2015-12-27 10:00,277,176,206,154,154
2015-12-27 11:00,265,292,189,243,243
2015-12-27 12:00,444,354,461,288,288
2015-12-27 13:00,544,342,572,302,302
2015-12-27 14:00,611,480,581,285,285
2015-12-27 15:00,548,410,513,238,238
2015-12-27 16:00,224,248,273,135,135
2015-12-27 17:00,58,98,61,28,28
2015-12-27 18:00,5,2,0,0,0
2015-12-27 19:00,0,0,0,0,0
2015-12-27 20:00,0,0,0,0,0
2015-12-27 21:00,0,0,0,0,0
2015-12-27 22:00,0,0,0,0,0
2015-12-27 23:00,0,0,0,0,0
2015-12-28 0:00,0,0,0,0,0
2015-12-28 1:00,0,0,0,0,0
2015-12-28 2:00,0,0,0,0,0
2015-12-28 3:00,0,0,0,0,0
2015-12-28 4:00,0,0,0,0,0
2015-12-28 5:00,0,0,0,0,0
2015-12-28 6:00,0,0,0,0,0
2015-12-28 7:00,0,0,0,0,0
2015-12-28 8:00,0,0,0,2,2
2015-12-28 9:00,1,2,0,56,56
2015-12-28 10:00,28,22,15,172,172
2015-12-28 11:00,226,181,272,93,93
2015-12-28 12:00,466,442,507,76,76
2015-12-28 13:00,503,493,559,251,251
2015-12-28 14:00,557,465,531,300,300
2015-12-28 15:00,472,344,434,251,251
2015-12-28 16:00,212,191,221,150,150
2015-12-28 17:00,77,63,52,33,33
2015-12-28 18:00,1,0,0,0,0
2015-12-28 19:00,0,0,0,0,0
2015-12-28 20:00,0,0,0,0,0
2015-12-28 21:00,0,0,0,0,0
2015-12-28 22:00,0,0,0,0,0
2015-12-28 23:00,0,0,0,0,0
2015-12-29 0:00,0,0,0,0,0
2015-12-29 1:00,0,0,0,0,0
2015-12-29 2:00,0,0,0,0,0
2015-12-29 3:00,0,0,0,0,0
2015-12-29 4:00,0,0,0,0,0
2015-12-29 5:00,0,0,0,0,0
2015-12-29 6:00,0,0,0,0,0
2015-12-29 7:00,0,0,0,0,0
2015-12-29 8:00,1,0,0,2,2
2015-12-29 9:00,33,19,28,56,56
2015-12-29 10:00,151,101,132,174,174
2015-12-29 11:00,298,237,285,253,253
2015-12-29 12:00,443,345,387,295,295
2015-12-29 13:00,416,364,423,311,311
2015-12-29 14:00,470,360,410,270,270
2015-12-29 15:00,122,78,80,202,202
2015-12-29 16:00,70,45,44,145,145
2015-12-29 17:00,24,11,5,32,32
2015-12-29 18:00,0,0,0,0,0
2015-12-29 19:00,0,0,0,0,0
2015-12-29 20:00,0,0,0,0,0
2015-12-29 21:00,0,0,0,0,0
2015-12-29 22:00,0,0,0,0,0
2015-12-29 23:00,0,0,0,0,0
2015-12-30 0:00,0,0,0,0,0
2015-12-30 1:00,0,0,0,0,0
2015-12-30 2:00,0,0,0,0,0
